COL.,DATA TYPE  ,,,,,,,,,,,,,,,
1,Date Time (AST),,,,,,,,,,,,,,,
2,0-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
3,5-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
4,10-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
5,15-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
6,20-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
7,40-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
8,60-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
9,80-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
10,100-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
11,120-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
12,135-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
13,150-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
,"NOTE:,6999 DENOTES MISSING DATA OR INVALID DATA",,,,,,,,,,,,,,,
,",7777 DENOTES UNCOLLECTED DATA ",,,,,,,,,,,,,,,
ID,Year,Month,Day,Hour,Depth.0.cm,Depth.5.cm,Depth.10.cm,Depth.15.cm,Depth.20.cm,Depth.40.cm,Depth.60.cm,Depth.80.cm,Depth.100.cm,Depth.120.cm,Depth.135.cm,Depth.150.cm
5404,2011,8,14,3,6.103,6.018,5.593,5.849,5.764,3.568,1.171,-0.329,7777,-0.898,-1.055,-1.638
5405,2011,8,14,4,5.762,5.72,5.334,5.677,5.592,3.567,1.169,-0.28,7777,-0.9,-1.057,-1.64
5406,2011,8,14,5,6.502,6.334,5.572,5.658,5.572,3.5,1.146,-0.304,7777,-0.925,-1.082,-1.666
5407,2011,8,14,6,7.548,7.263,6.101,5.847,5.591,3.521,1.168,-0.332,7777,-0.901,-1.058,-1.641
5408,2011,8,14,7,8.15,7.913,6.605,6.103,5.679,3.478,1.171,-0.329,7777,-0.898,-1.055,-1.637
5409,2011,8,14,8,8.27,8.07,6.773,6.189,5.68,3.479,1.173,-0.327,7777,-0.896,-1.053,-1.635
5410,2011,8,14,9,10.57,10.23,8.29,6.999,6.041,3.502,1.197,-0.301,7777,-0.921,-1.078,-1.661
5411,2011,8,14,10,11.94,11.32,8.96,7.368,6.209,3.457,1.149,-0.301,7777,-0.921,-1.078,-1.661
5412,2011,8,14,11,14.39,13.06,9.93,7.936,6.463,3.46,1.152,-0.297,7777,-0.917,-1.074,-1.658
5413,2011,8,14,12,13.63,12.96,10.13,8.14,6.596,3.468,1.161,-0.339,7777,-0.908,-1.065,-1.648
5414,2011,8,14,13,12.17,11.77,9.48,7.825,6.515,3.471,1.164,-0.336,7777,-0.904,-1.061,-1.644
5415,2011,8,14,14,12.59,12.27,10.16,8.37,6.836,3.505,1.201,-0.297,7777,-0.917,-1.074,-1.657
5416,2011,8,14,15,13.2,12.81,10.36,8.46,6.844,3.468,1.16,-0.339,7777,-0.908,-1.065,-1.648
5417,2011,8,14,16,13.17,12.89,10.51,8.54,6.929,3.471,1.213,-0.336,7777,-0.905,-1.062,-1.644
5418,2011,8,14,17,9.16,9.08,8.09,7.449,6.503,3.502,1.198,-0.3,7777,-0.921,-1.078,-1.661
5419,2011,8,14,18,7.92,7.839,7.108,6.861,6.236,3.485,1.179,-0.32,7777,-0.889,-1.046,-1.628
5420,2011,8,14,19,6.605,6.771,6.439,6.439,6.061,3.478,1.22,-0.278,7777,-0.898,-1.055,-1.637
5421,2011,8,14,20,5.869,5.954,5.699,5.996,5.827,3.499,1.193,-0.306,7777,-0.926,-1.031,-1.667
5422,2011,8,14,21,4.966,5.14,5.14,5.614,5.656,3.499,1.193,-0.306,7777,-0.926,-1.031,-1.614
5423,2011,8,14,22,4.325,4.502,4.634,5.287,5.417,3.471,1.163,-0.337,7777,-0.907,-1.064,-1.647
5424,2011,8,14,23,3.812,4.037,4.26,5.007,5.267,3.45,1.189,-0.311,7777,-0.932,-1.089,-1.673
5425,2011,8,15,0,3.767,3.947,4.126,4.833,5.094,3.45,1.189,-0.311,7777,-0.932,-1.089,-1.62
5426,2011,8,15,1,3.902,4.037,4.081,4.745,5.007,3.45,1.189,-0.311,7777,-0.932,-1.089,-1.62
5427,2011,8,15,2,3.677,3.857,3.947,4.613,4.92,3.45,1.189,-0.311,7777,-0.932,-1.089,-1.62
5428,2011,8,15,3,3.632,3.767,3.857,4.525,4.833,3.404,1.189,-0.311,7777,-0.88,-1.037,-1.673
5429,2011,8,15,4,3.677,3.812,3.812,4.437,4.745,3.404,1.189,-0.311,7777,-0.88,-1.037,-1.673
5430,2011,8,15,5,3.767,3.902,3.812,4.393,4.657,3.359,1.189,-0.311,7777,-0.88,-1.037,-1.62
5431,2011,8,15,6,4.481,4.481,4.126,4.481,4.657,3.313,1.189,-0.311,7777,-0.88,-1.089,-1.673
5432,2011,8,15,7,6.954,6.623,5.354,5.007,4.833,3.313,1.189,-0.311,7777,-0.932,-1.089,-1.62
5433,2011,8,15,8,6.604,6.312,5.291,5.031,4.857,3.293,1.167,-0.333,7777,-0.902,-1.06,-1.643
5434,2011,8,15,9,8.77,8.37,6.667,5.784,5.14,3.271,1.193,-0.306,7777,-0.927,-1.031,-1.614
5435,2011,8,15,10,9.16,8.61,6.874,5.912,5.227,3.225,1.193,-0.306,7777,-0.927,-1.084,-1.667
5436,2011,8,15,11,10.78,10.17,7.951,6.52,5.505,3.247,1.168,-0.332,7777,-0.901,-1.058,-1.64
5437,2011,8,15,12,11.72,10.87,8.33,6.793,5.615,3.228,1.197,-0.25,7777,-0.87,-1.026,-1.609
5438,2011,8,15,13,13.87,13.06,9.89,7.696,6.087,3.232,1.202,-0.296,7777,-0.916,-1.073,-1.657
5439,2011,8,15,14,15.37,14.32,10.87,8.29,6.421,3.232,1.202,-0.296,7777,-0.916,-1.02,-1.655
5440,2011,8,15,15,18.14,16.58,12.01,8.77,6.671,3.232,1.153,-0.295,7777,-0.915,-1.072,-1.655
5441,2011,8,15,16,13.55,13.16,10.72,8.61,6.712,3.232,1.153,-0.295,7777,-0.915,-1.072,-1.655
5442,2011,8,15,17,11.79,11.43,9.47,7.936,6.463,3.232,1.153,-0.295,7777,-0.915,-1.02,-1.655
5443,2011,8,15,18,13.51,12.84,10.08,8.18,6.588,3.232,1.153,-0.295,7777,-0.915,-1.02,-1.655
5444,2011,8,15,19,6.878,7.002,6.588,6.463,5.832,3.231,1.152,-0.297,7777,-0.918,-1.075,-1.604
5445,2011,8,15,20,4.706,5.055,5.142,5.572,5.444,3.227,1.195,-0.304,7777,-0.924,-1.029,-1.611
5446,2011,8,15,21,3.451,3.858,4.216,5.008,5.138,3.222,1.14,-0.31,7777,-0.931,-1.036,-1.619
5447,2011,8,15,22,2.76,3.176,3.677,4.613,4.92,3.221,1.189,-0.26,7777,-0.88,-1.037,-1.62
5448,2011,8,15,23,1.647,2.125,2.921,4.147,4.679,3.198,1.163,-0.287,7777,-0.908,-1.065,-1.648
5449,2011,8,16,0,1.379,1.861,2.617,3.854,4.479,3.172,1.184,-0.316,7777,-0.885,-1.042,-1.625
5450,2011,8,16,1,0.791,1.427,2.335,3.628,4.301,3.172,1.135,-0.316,7777,-0.885,-1.042,-1.626
5451,2011,8,16,2,1.33,1.765,2.335,3.537,4.212,3.172,1.184,-0.265,7777,-0.885,-1.042,-1.626
5452,2011,8,16,3,1.379,1.765,2.288,3.446,4.078,3.126,1.184,-0.316,7777,-0.885,-1.042,-1.626
5453,2011,8,16,4,1.86,2.146,2.523,3.446,4.033,3.126,1.135,-0.316,7777,-0.885,-1.042,-1.626
5454,2011,8,16,5,2.24,2.476,2.663,3.492,3.989,3.08,1.135,-0.316,7777,-0.885,-1.042,-1.626
5455,2011,8,16,6,2.717,2.902,2.902,3.59,3.995,3.041,1.143,-0.308,7777,-0.877,-1.034,-1.617
5456,2011,8,16,7,3.788,3.878,3.516,3.833,4.057,3.013,1.162,-0.288,7777,-0.909,-1.013,-1.649
5457,2011,8,16,8,6.204,5.866,4.612,4.347,4.214,3.037,1.139,-0.261,7777,-0.881,-0.986,-1.621
5458,2011,8,16,9,7.037,6.706,5.31,4.745,4.393,2.945,1.14,-0.311,7777,-0.88,-1.037,-1.62
5459,2011,8,16,10,9.29,8.82,6.72,5.497,4.76,2.961,1.157,-0.293,7777,-0.914,-1.071,-1.601
5460,2011,8,16,11,9.43,9.12,7.325,5.954,4.966,2.949,1.144,-0.306,7777,-0.927,-1.031,-1.614
5461,2011,8,16,12,11,10.74,8.63,6.853,5.421,2.926,1.12,-0.279,7777,-0.899,-1.056,-1.639
5462,2011,8,16,13,8.94,8.75,7.347,6.229,5.206,2.928,1.122,-0.278,7777,-0.898,-1.055,-1.637
5463,2011,8,16,14,7.575,7.453,6.423,5.79,5.06,2.909,1.151,-0.298,7777,-0.919,-1.024,-1.606
5464,2011,8,16,15,7.203,7.08,6.081,5.614,4.966,2.903,1.144,-0.306,7777,-0.874,-1.031,-1.614
5465,2011,8,16,16,7.61,7.488,6.333,5.742,5.053,2.903,1.144,-0.306,7777,-0.874,-1.031,-1.614
5466,2011,8,16,17,6.123,6.207,5.614,5.399,4.923,2.903,1.144,-0.306,7777,-0.874,-1.031,-1.614
5467,2011,8,16,18,5.463,5.549,5.031,5.031,4.726,2.879,1.119,-0.282,7777,-0.902,-1.059,-1.642
5468,2011,8,16,19,4.965,5.052,4.658,4.746,4.614,2.854,1.092,-0.31,7777,-0.879,-1.036,-1.618
5469,2011,8,16,20,4.304,4.393,4.171,4.481,4.481,2.853,1.091,-0.311,7777,-0.88,-1.037,-1.62
5470,2011,8,16,21,3.677,3.812,3.767,4.26,4.393,2.853,1.091,-0.311,7777,-0.88,-1.037,-1.62
5471,2011,8,16,22,2.386,2.573,2.945,3.812,4.126,2.853,1.091,-0.26,7777,-0.88,-1.037,-1.62
5472,2011,8,16,23,2.324,2.465,2.698,3.572,4.022,2.838,1.075,-0.277,7777,-0.897,-1.002,-1.637
5473,2011,8,17,0,1.934,2.219,2.595,3.471,3.923,2.828,1.064,-0.288,7777,-0.909,-1.013,-1.596
5474,2011,8,17,1,2.266,2.454,2.595,3.38,3.833,2.781,1.064,-0.288,7777,-0.857,-1.013,-1.596
5475,2011,8,17,2,2.407,2.548,2.641,3.38,3.743,2.781,1.064,-0.288,7777,-0.909,-1.013,-1.596
5476,2011,8,17,3,2.266,2.407,2.501,3.243,3.652,2.735,1.064,-0.288,7777,-0.857,-1.013,-1.596
5477,2011,8,17,4,-0.189,0.517,1.547,2.825,3.468,2.732,1.061,-0.291,7777,-0.86,-1.017,-1.599
5478,2011,8,17,5,0.493,0.988,1.572,2.71,3.355,2.71,1.086,-0.265,7777,-0.885,-1.042,-1.626
5479,2011,8,17,6,2.849,2.616,2.24,2.895,3.355,2.663,1.086,-0.265,7777,-0.833,-1.042,-1.572
5480,2011,8,17,7,4.972,4.622,3.55,3.55,3.64,2.629,1.051,-0.302,7777,-0.871,-1.028,-1.611
5481,2011,8,17,8,11.61,9.39,6.163,4.745,4.126,2.62,1.042,-0.26,7777,-0.88,-1.037,-1.62
5482,2011,8,17,9,10.46,10.3,7.727,5.865,4.612,2.62,1.042,-0.311,7777,-0.879,-1.036,-1.619
5483,2011,8,17,10,7.529,7.284,5.912,5.01,4.307,2.624,1.095,-0.255,7777,-0.874,-1.031,-1.614
5484,2011,8,17,11,10.91,10.31,7.852,6.081,4.792,2.577,1.046,-0.306,7777,-0.874,-1.031,-1.614
5485,2011,8,17,12,12.28,11.19,8.15,6.27,4.902,2.555,1.023,-0.279,7777,-0.899,-1.003,-1.585
5486,2011,8,17,13,12.69,11.79,8.76,6.702,5.134,2.571,1.04,-0.26,7777,-0.88,-1.037,-1.619
5487,2011,8,17,14,11.98,11.32,8.69,6.793,5.272,2.581,1.002,-0.301,7777,-0.869,-1.026,-1.608
5488,2011,8,17,15,12.81,11.79,8.77,6.793,5.272,2.581,1.002,-0.301,7777,-0.869,-1.026,-1.608
5489,2011,8,17,16,9.66,9.51,7.773,6.461,5.229,2.581,1.002,-0.25,7777,-0.869,-1.026,-1.608
5490,2011,8,17,17,11.1,10.53,8.25,6.752,5.402,2.581,1.002,-0.25,7777,-0.869,-1.026,-1.608
5491,2011,8,17,18,9.78,9.43,7.571,6.419,5.272,2.581,1.002,-0.301,7777,-0.869,-1.026,-1.608
5492,2011,8,17,19,6.793,6.669,5.871,5.53,4.926,2.581,1.002,-0.25,7777,-0.869,-0.973,-1.608
5493,2011,8,17,20,5.46,5.417,4.941,4.985,4.679,2.597,1.019,-0.283,7777,-0.851,-1.008,-1.59
5494,2011,8,17,21,4.44,4.484,4.263,4.572,4.44,2.624,0.997,-0.306,7777,-0.874,-1.031,-1.614
5495,2011,8,17,22,3.323,3.505,3.505,4.135,4.224,2.583,1.003,-0.3,7777,-0.869,-1.026,-1.608
5496,2011,8,17,23,2.292,2.62,2.945,3.767,4.037,2.573,0.993,-0.26,7777,-0.88,-1.037,-1.62
5497,2011,8,18,0,1.887,2.22,2.596,3.517,3.879,2.596,0.967,-0.287,7777,-0.856,-1.013,-1.595
5498,2011,8,18,1,1.583,1.966,2.345,3.319,3.728,2.58,0.999,-0.305,7777,-0.874,-1.031,-1.613
5499,2011,8,18,2,1.086,1.524,2.051,3.08,3.583,2.57,0.988,-0.265,7777,-0.885,-1.042,-1.572
5500,2011,8,18,3,0.692,1.086,1.717,2.849,3.446,2.57,1.037,-0.265,7777,-0.885,-0.99,-1.572
5501,2011,8,18,4,-0.31,0.047,1.044,2.483,3.225,2.53,0.995,-0.258,7777,-0.879,-1.036,-1.619
5502,2011,8,18,5,-2.009,-1.1,0.338,2.047,2.984,2.519,0.984,-0.27,7777,-0.891,-0.995,-1.578
5503,2011,8,18,6,0.288,0.136,0.737,2.094,2.938,2.472,0.983,-0.27,7777,-0.891,-0.996,-1.578
5504,2011,8,18,7,2.659,2.472,1.904,2.566,3.076,2.472,0.983,-0.27,7777,-0.891,-0.996,-1.631
5505,2011,8,18,8,8.05,6.244,4.077,3.582,3.491,2.428,0.987,-0.266,7777,-0.886,-1.043,-1.573
5506,2011,8,18,9,11.79,9.89,6.163,4.657,3.947,2.433,0.943,-0.311,7777,-0.88,-1.037,-1.62
5507,2011,8,18,10,13.58,10.75,6.952,5.137,4.17,2.434,0.995,-0.257,7777,-0.877,-0.981,-1.616
5508,2011,8,18,11,17.69,14.25,9.24,6.377,4.707,2.394,0.953,-0.301,7777,-0.869,-1.026,-1.608
5509,2011,8,18,12,19.85,17.88,11.9,7.927,5.481,2.435,0.996,-0.255,7777,-0.874,-1.031,-1.56
5510,2011,8,18,13,21.34,20.35,14,9.24,6.128,2.444,0.957,-0.295,7777,-0.863,-1.02,-1.602
5511,2011,8,18,14,20.74,18.32,12.93,8.95,6.107,2.422,0.935,-0.268,7777,-0.887,-0.992,-1.626
5512,2011,8,18,15,20.44,17.92,12.84,9,6.214,2.448,0.962,-0.29,7777,-0.858,-1.014,-1.596
5513,2011,8,18,16,20.38,19.1,13.72,9.51,6.465,2.402,0.962,-0.29,7777,-0.858,-1.014,-1.596
5514,2011,8,18,17,19.44,18.17,13.37,9.51,6.59,2.448,0.962,-0.29,7777,-0.858,-1.014,-1.596
5515,2011,8,18,18,16.31,14.73,10.5,8.02,5.961,2.448,0.962,-0.29,7777,-0.858,-1.014,-1.596
5516,2011,8,18,19,13.07,11.56,8.75,7.146,5.641,2.47,0.935,-0.267,7777,-0.886,-0.991,-1.572
5517,2011,8,18,20,5.932,5.634,5.075,5.162,4.726,2.461,0.975,-0.278,7777,-0.898,-1.002,-1.584
5518,2011,8,18,21,2.598,2.923,3.291,4.149,4.238,2.458,0.921,-0.283,7777,-0.851,-1.007,-1.589
5519,2011,8,18,22,-1.899,-0.89,0.885,2.797,3.578,2.471,0.934,-0.27,7777,-0.838,-0.995,-1.577
5520,2011,8,18,23,-1.846,-1.206,0.238,2.237,3.261,2.425,0.935,-0.27,7777,-0.89,-0.995,-1.577
5521,2011,8,19,0,-3.171,-2.227,-0.322,1.856,3.03,2.425,0.983,-0.27,7777,-0.839,-0.996,-1.578
5522,2011,8,19,1,-3.121,-2.287,-0.584,1.516,2.749,2.421,0.93,-0.275,7777,-0.844,-1.001,-1.583
5523,2011,8,19,2,-6.437,-4.593,-1.714,0.958,2.448,2.401,0.958,-0.246,7777,-0.867,-0.971,-1.607
5524,2011,8,19,3,-6.228,-4.575,-1.859,0.777,2.276,2.37,0.925,-0.281,7777,-0.85,-1.007,-1.59
5525,2011,8,19,4,-6.802,-5.054,-2.185,0.478,2.086,2.323,0.925,-0.281,7777,-0.85,-1.007,-1.59
5526,2011,8,19,5,-5.297,-3.929,-1.643,0.628,2.086,2.323,0.925,-0.281,7777,-0.85,-1.007,-1.59
5527,2011,8,19,6,-0.548,-1.122,-0.497,1.062,2.218,2.266,0.964,-0.24,7777,-0.86,-0.965,-1.6
5528,2011,8,19,7,5.174,3.213,1.663,2.093,2.611,2.283,0.933,-0.271,7777,-0.892,-0.997,-1.579
5529,2011,8,19,8,10.94,7.678,3.98,3.163,3.025,2.232,0.93,-0.274,7777,-0.842,-0.999,-1.581
5530,2011,8,19,9,12.03,9.64,5.291,3.882,3.339,2.225,0.923,-0.28,7777,-0.848,-1.005,-1.587
5531,2011,8,19,10,14.81,12.21,6.849,4.591,3.609,2.175,0.922,-0.282,7777,-0.901,-1.006,-1.588
5532,2011,8,19,11,19.67,16.91,10.16,6.341,4.361,2.166,0.913,-0.291,7777,-0.859,-1.015,-1.597
5533,2011,8,19,12,21.46,19.41,12.63,7.897,5.105,2.213,0.913,-0.29,7777,-0.858,-1.014,-1.596
5534,2011,8,19,13,23.79,22.62,15.12,9.5,5.904,2.198,0.897,-0.255,7777,-0.874,-0.978,-1.612
5535,2011,8,19,14,22.21,19.82,13.65,9.05,5.836,2.17,0.917,-0.285,7777,-0.852,-1.009,-1.59
5536,2011,8,19,15,21.7,19,13.3,9.01,5.921,2.17,0.868,-0.285,7777,-0.904,-1.009,-1.59
5537,2011,8,19,16,22.05,20.36,14.33,9.57,6.238,2.195,0.895,-0.257,7777,-0.876,-0.98,-1.561
5538,2011,8,19,17,20.86,19.39,14.02,9.65,6.406,2.196,0.895,-0.257,7777,-0.875,-0.98,-1.614
5539,2011,8,19,18,18.85,16.81,11.62,8.38,5.929,2.179,0.878,-0.275,7777,-0.842,-0.999,-1.58
5540,2011,8,19,19,16.38,14.28,10.27,7.778,5.709,2.217,0.868,-0.285,7777,-0.852,-1.009,-1.59
5541,2011,8,19,20,9.82,8.73,6.881,6.004,4.932,2.167,0.865,-0.289,7777,-0.857,-1.013,-1.595
5542,2011,8,19,21,4.973,5.017,4.624,4.755,4.359,2.211,0.91,-0.294,7777,-0.862,-1.018,-1.547
5543,2011,8,19,22,2.822,2.869,2.915,3.737,3.872,2.214,0.912,-0.292,7777,-0.86,-1.017,-1.599
5544,2011,8,19,23,1.336,1.674,2.151,3.223,3.587,2.199,0.846,-0.259,7777,-0.878,-0.983,-1.618
5545,2011,8,20,0,-1.012,-0.287,0.967,2.549,3.243,2.22,0.868,-0.287,7777,-0.803,-1.012,-1.541
5546,2011,8,20,1,0.192,0.493,1.086,2.429,3.08,2.24,0.89,-0.265,7777,-0.833,-0.99,-1.572
5547,2011,8,20,2,1.476,1.572,1.427,2.429,3.034,2.193,0.89,-0.265,7777,-0.833,-0.99,-1.572
5548,2011,8,20,3,-0.21,0.347,0.992,2.196,2.898,2.196,0.893,-0.261,7777,-0.829,-0.985,-1.567
5549,2011,8,20,4,-2.766,-1.62,-0.158,1.625,2.574,2.15,0.894,-0.26,7777,-0.828,-0.985,-1.567
5550,2011,8,20,5,-2.895,-1.906,-0.43,1.369,2.419,2.184,0.88,-0.224,7777,-0.844,-0.948,-1.583
5551,2011,8,20,6,0.836,0.035,0.338,1.568,2.425,2.142,0.885,-0.27,7777,-0.839,-0.996,-1.578
5552,2011,8,20,7,3.987,2.521,1.522,2.097,2.568,2.097,0.838,-0.268,7777,-0.888,-0.993,-1.629
5553,2011,8,20,8,8.09,5.737,3.264,2.895,2.895,2.098,0.89,-0.265,7777,-0.833,-0.99,-1.572
5554,2011,8,20,9,9.93,8.45,5.181,3.902,3.313,2.102,0.845,-0.26,7777,-0.88,-1.037,-1.62
5555,2011,8,20,10,13.91,11.22,6.851,4.724,3.656,2.081,0.873,-0.281,7777,-0.849,-1.006,-1.535
5556,2011,8,20,11,13.13,11.24,7.409,5.272,3.953,2.111,0.854,-0.25,7777,-0.869,-0.973,-1.554
5557,2011,8,20,12,19.17,17.01,10.61,6.752,4.575,2.063,0.854,-0.25,7777,-0.869,-0.973,-1.554
5558,2011,8,20,13,20.08,18.67,12.35,7.945,5.199,2.077,0.869,-0.285,7777,-0.853,-1.01,-1.592
5559,2011,8,20,14,17.02,15.63,11.37,8.03,5.425,2.091,0.834,-0.27,7777,-0.837,-0.993,-1.575
5560,2011,8,20,15,17.27,15.2,10.69,7.574,5.278,2.071,0.863,-0.239,7777,-0.806,-0.962,-1.543
5561,2011,8,20,16,19.22,16.9,11.35,7.771,5.358,2.065,0.857,-0.246,7777,-0.865,-0.969,-1.55
5562,2011,8,20,17,15.74,14.52,10.54,7.696,5.45,2.119,0.864,-0.239,7777,-0.858,-0.962,-1.596
5563,2011,8,20,18,18.53,15.81,10.57,7.615,5.45,2.119,0.864,-0.239,7777,-0.858,-1.014,-1.596
5564,2011,8,20,19,14.52,12.52,9,6.962,5.235,2.119,0.864,-0.239,7777,-0.858,-0.962,-1.596
5565,2011,8,20,20,5.871,5.401,4.75,4.75,4.265,2.111,0.855,-0.249,7777,-0.815,-0.972,-1.553
5566,2011,8,20,21,3.03,3.306,3.351,3.894,3.849,2.095,0.838,-0.266,7777,-0.834,-0.99,-1.572
5567,2011,8,20,22,4.065,4.11,3.525,3.796,3.751,2.134,0.878,-0.277,7777,-0.845,-0.949,-1.584
5568,2011,8,20,23,4.227,4.227,3.598,3.779,3.689,2.115,0.809,-0.297,7777,-0.866,-0.97,-1.605
5569,2011,8,21,0,3.496,3.586,3.13,3.496,3.541,2.103,0.796,-0.26,7777,-0.879,-0.984,-1.566
5570,2011,8,21,1,3.541,3.632,3.13,3.45,3.495,2.103,0.845,-0.26,7777,-0.88,-0.984,-1.566
5571,2011,8,21,2,3.13,3.221,2.899,3.313,3.404,2.103,0.845,-0.26,7777,-0.828,-0.984,-1.566
5572,2011,8,21,3,2.573,2.713,2.527,3.084,3.267,2.103,0.845,-0.26,7777,-0.828,-0.984,-1.566
5573,2011,8,21,4,2.147,2.383,2.289,2.896,3.173,2.147,0.842,-0.263,7777,-0.831,-0.988,-1.516
5574,2011,8,21,5,1.394,1.588,1.78,2.631,3.002,2.114,0.856,-0.3,7777,-0.816,-0.973,-1.555
5575,2011,8,21,6,1.82,2.011,1.963,2.624,2.995,2.106,0.848,-0.257,7777,-0.825,-0.982,-1.563
5576,2011,8,21,7,1.864,2.007,1.912,2.574,2.899,2.055,0.845,-0.261,7777,-0.829,-0.985,-1.567
5577,2011,8,21,8,3.135,3.089,2.532,2.812,2.997,2.06,0.85,-0.255,7777,-0.823,-0.98,-1.561
5578,2011,8,21,9,4.594,4.373,3.292,3.201,3.155,2.081,0.822,-0.284,7777,-0.852,-1.009,-1.538
5579,2011,8,21,10,5.696,5.051,3.677,3.404,3.221,2.055,0.845,-0.26,7777,-0.828,-0.984,-1.566
5580,2011,8,21,11,9.08,7.689,4.833,3.857,3.404,2.055,0.845,-0.26,7777,-0.828,-0.984,-1.566
5581,2011,8,21,12,7.527,7.037,5.007,4.126,3.541,2.007,0.845,-0.26,7777,-0.828,-0.984,-1.566
5582,2011,8,21,13,6.838,6.547,4.971,4.223,3.639,2.016,0.854,-0.251,7777,-0.87,-0.975,-1.61
5583,2011,8,21,14,7.812,7.488,5.699,4.704,3.86,2.059,0.849,-0.255,7777,-0.822,-0.927,-1.56
5584,2011,8,21,15,8.25,7.892,5.954,4.879,3.95,2.059,0.85,-0.255,7777,-0.822,-0.979,-1.56
5585,2011,8,21,16,8.65,8.17,6.081,4.966,4.04,2.059,0.85,-0.306,7777,-0.822,-0.979,-1.56
5586,2011,8,21,17,10.4,9.64,7.059,5.507,4.285,2.084,0.826,-0.279,7777,-0.847,-0.951,-1.585
5587,2011,8,21,18,9.47,8.89,6.917,5.573,4.399,2.063,0.854,-0.25,7777,-0.817,-0.973,-1.554
5588,2011,8,21,19,12.12,10.15,7.078,5.527,4.351,2.059,0.85,-0.254,7777,-0.821,-0.978,-1.559
5589,2011,8,21,20,3.429,3.566,3.52,3.837,3.656,2.034,0.824,-0.281,7777,-0.849,-0.954,-1.534
5590,2011,8,21,21,-2.813,-1.665,0.154,2.014,2.813,2.014,0.852,-0.252,7777,-0.82,-0.977,-1.558
5591,2011,8,21,22,-5.124,-3.707,-1.228,1.159,2.358,2.026,0.864,-0.241,7777,-0.808,-0.965,-1.547
5592,2011,8,21,23,-6.535,-4.389,-1.744,0.733,2.139,1.996,0.832,-0.223,7777,-0.843,-0.948,-1.529
5593,2011,8,22,0,-6.996,-4.694,-1.967,0.528,1.943,1.991,0.826,-0.23,7777,-0.85,-0.954,-1.536
5594,2011,8,22,1,-6.888,-4.773,-2.093,0.362,1.785,1.976,0.86,-0.246,7777,-0.814,-0.971,-1.553
5595,2011,8,22,2,-7.163,-4.968,-2.215,0.2,1.678,1.965,0.849,-0.258,7777,-0.826,-0.983,-1.566
5596,2011,8,22,3,-7.692,-5.393,-2.49,0.048,1.533,1.917,0.849,-0.258,7777,-0.826,-0.983,-1.566
5597,2011,8,22,4,-7.758,-5.577,-2.656,-0.104,1.436,1.87,0.849,-0.258,7777,-0.826,-0.983,-1.566
5598,2011,8,22,5,-7.415,-5.2,-2.536,-0.096,1.396,1.877,0.857,-0.249,7777,-0.818,-0.975,-1.557
5599,2011,8,22,6,-1.536,-1.697,-1.059,0.478,1.559,1.8,0.826,-0.281,7777,-0.85,-1.007,-1.59
5600,2011,8,22,7,6.113,3.439,1.322,1.564,1.995,1.804,0.831,-0.275,7777,-0.843,-1,-1.583
5601,2011,8,22,8,9.3,6.323,3.029,2.424,2.377,1.808,0.836,-0.269,7777,-0.837,-0.994,-1.523
5602,2011,8,22,9,9.27,7.61,3.86,2.81,2.53,1.773,0.8,-0.255,7777,-0.822,-0.979,-1.56
5603,2011,8,22,10,14.59,12.12,6.251,3.953,2.999,1.777,0.805,-0.25,7777,-0.817,-0.973,-1.554
5604,2011,8,22,11,19.51,17.53,9.7,5.704,3.777,1.781,0.809,-0.245,7777,-0.812,-0.968,-1.549
5605,2011,8,22,12,22.35,20.34,12.25,7.187,4.469,1.759,0.787,-0.268,7777,-0.835,-0.992,-1.573
5606,2011,8,22,13,24.39,23.15,14.8,8.81,5.235,1.786,0.765,-0.29,7777,-0.858,-0.962,-1.596
5607,2011,8,22,14,23.26,20.93,13.76,8.65,5.28,1.79,0.819,-0.234,7777,-0.8,-0.957,-1.537
5608,2011,8,22,15,21.39,18.52,12.45,8.18,5.151,1.742,0.77,-0.285,7777,-0.852,-0.957,-1.537
5609,2011,8,22,16,21.88,19.47,13.05,8.54,5.367,1.742,0.77,-0.234,7777,-0.8,-0.957,-1.59
5610,2011,8,22,17,19.97,18.4,12.95,8.73,5.581,1.742,0.77,-0.285,7777,-0.8,-0.957,-1.537
5611,2011,8,22,18,17.49,15.24,10.31,7.373,5.064,1.742,0.77,-0.234,7777,-0.8,-0.957,-1.537
5612,2011,8,22,19,12.81,11.24,8.14,6.298,4.625,1.738,0.765,-0.239,7777,-0.806,-0.962,-1.542
5613,2011,8,22,20,6.547,6.086,4.929,4.579,3.912,1.734,0.761,-0.244,7777,-0.811,-0.967,-1.548
